ID,User ID,Category ID,Título,Descripción,Precio,Ciudad,Región,Región2,Código Postal,URL Imagen,Reservado,Es Enviable,Usuario Permite Envío,Favorito,Creado En,Modificado En,Es Favoritable,Está Refurbished,Perfil Top,Tiene Garantía,Categorías,Enlace,User Micro Name,User Gender,User City,User Register Date,User Image URL,User Web Slug,User URL Share
4z4ewn2rn8jy,9wzvrpn3md6l,24200,Móviles Samsung/Nokia antiguos,"Vendo 5 teléfonos móviles 3 Samsung que están en buen estado, aunque muestran señales normales de uso. Y 2 nokias que el azul tiene la bateria inchada pero funciona y el otro nokia que dudo que funcione, y ademas un mp4, todos los moviles llevan sus cargadores. SE ESCUCHAN OFERTAS!!!",0.00 EUR,Molina de Segura,Región de Murcia,Murcia,30500,https://cdn.wallapop.com/images/10420/iq/vj/__/c10420p1133532486/i5655440572.jpg?pictureSize=W800,False,False,False,False,2025-05-18 20:42:48,2025-05-18 20:43:04,True,False,True,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Teléfonos vintage,https://es.wallapop.com/item/moviles-samsung-nokia-antiguos-1133532486,T ..,male,Molina de Segura,2014-10-04 16:47:58,https://cdn.wallapop.com/images/13/08/bz/__/c13p13996717/i13941302.jpg?pictureSize=W1024,toni-13996717,https://www.wallapop.com/user/toni-13996717?_pid=wi
9jdkonp92d6k,9wzvqgyxyrjl,24200,Noblechairs Hero Cuero Real Silla Gaming Negra,"Nueva con solo 1 semana de uso aprox,ofertas por favor",0.00 EUR,Zaragoza,Aragón,Zaragoza,50005,https://cdn.wallapop.com/images/10420/iq/x3/__/c10420p1133604960/i5655942113.jpg?pictureSize=W800,False,False,False,False,2025-05-19 08:01:49,2025-05-19 08:02:04,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > PC gaming y streaming > Sillas gaming,https://es.wallapop.com/item/noblechairs-hero-cuero-real-silla-gaming-negra-1133604960,Azir,male,Zaragoza,2017-11-16 10:11:54,,xgen8e-73695217,https://www.wallapop.com/user/xgen8e-73695217?_pid=wi
mzn2romo2kzn,xpzpy0g03kz3,24200,PS3 Eye Camera - Cámara Web Sony,se regala si te llevas cualquier cosa del perfil  Cámara web Playstation 3 en buen estado. Incluye cable. - Funciona correctamente. - Ideal para juegos y videoconferencias.,0.00 EUR,Villanueva de la Cañada,Comunidad de Madrid,Madrid,28691,https://cdn.wallapop.com/images/10420/iq/v7/__/c10420p1133517449/i5655339208.jpg?pictureSize=W800,False,False,False,False,2025-05-18 19:34:55,2025-05-18 19:35:10,True,False,False,False,Tecnología y electrónica > Informática: ordenadores y tablets > Periféricos > Webcams,https://es.wallapop.com/item/ps3-eye-camera-camara-web-sony-1133517449,Aida L.,female,Villanueva de la Cañada,2014-10-18 13:50:01,https://cdn.wallapop.com/images/13/08/ke/__/c13p14388198/i3452450952.jpg?pictureSize=W1024,aida-14388198,https://www.wallapop.com/user/aida-14388198?_pid=wi
mzn2ro15ygzn,qzm477rdlyzv,24200,Varias cosas ,"Vendo varias cosas cómo mandos de varias consolas, portátiles,lector de DVD externo, tablet, pantallas de móviles nuevos.etc,etc",0.00 EUR,Jerez de la Frontera,Andalucía,Cádiz,11401,https://cdn.wallapop.com/images/10420/iq/wj/__/c10420p1133580025/i5655786335.jpg?pictureSize=W800,False,False,False,False,2025-05-19 03:38:08,2025-05-19 04:34:05,True,False,False,False,Tecnología y electrónica > Informática: ordenadores y tablets > Portátiles,https://es.wallapop.com/item/varias-cosas-1133580025,Pacurri H.,undefined,Jerez de la Frontera,2023-08-07 05:19:20,https://cdn.wallapop.com/images/13/7a/av/__/c13p440567332/i3415652927.jpg?pictureSize=W1024,pacurrih-440567332,https://www.wallapop.com/user/pacurrih-440567332?_pid=wi
36e13poleqjd,xzoly0pdm4z9,24200,Television,televsion roto,0.00 EUR,Viladecans,Cataluña,Barcelona,08840,https://cdn.wallapop.com/images/10420/iq/ur/__/c10420p1133496815/i5655200067.jpg?pictureSize=W800,False,False,False,False,2025-05-18 18:20:34,2025-05-18 18:20:45,True,False,False,False,Tecnología y electrónica > Imagen: televisores y proyectores > TV,https://es.wallapop.com/item/television-1133496815,Raul A.,male,Viladecans,2020-11-05 08:40:24,https://cdn.wallapop.com/images/13/64/en/__/c13p370199057/i1755056054.jpg?pictureSize=W1024,halo-370199057,https://www.wallapop.com/user/halo-370199057?_pid=wi
v6ggd7n50l6e,vjrd11eewx6k,24200,PlayStation 2 ,"PlayStation 2 no la uso, funciona bien y no da problemas y los juegos van todos",0.00 EUR,Jaén,Andalucía,Jaén,23001,https://cdn.wallapop.com/images/10420/iq/vb/__/c10420p1133521964/i5655369968.jpg?pictureSize=W800,False,False,False,False,2025-05-18 19:53:29,2025-05-18 19:53:46,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Consolas y accesorios > Consolas,https://es.wallapop.com/item/playstation-2-1133521964,Adrián r.,undefined,Jaén,2024-09-08 13:38:43,https://cdn.wallapop.com/images/13/7k/1v/__/c13p456942419/i3615509039.jpg?pictureSize=W1024,adrianr-456942419,https://www.wallapop.com/user/adrianr-456942419?_pid=wi
qzmeqpypoxjv,qzm477rdlyzv,24200,Monitor Asus Negro,Vendo varias cosas como tablet portátiles en pantalla que es un monitor externo muy fino muy muy bueno y además de esta foto que pongo en el anuncio también dispongo de transportátiles de pantallas para toda clase de modelos de móviles etcétera etcétera interesado dejar teléfono llamar directamente..687715894,0.00 EUR,Jerez de la Frontera,Andalucía,Cádiz,11401,https://cdn.wallapop.com/images/10420/iq/zy/__/c10420p1133739280/i5656914237.jpg?pictureSize=W800,False,False,False,False,2025-05-19 15:12:57,2025-05-19 15:13:08,True,False,False,False,Tecnología y electrónica > Informática: ordenadores y tablets > Tablets,https://es.wallapop.com/item/monitor-asus-negro-1133739280,Pacurri H.,undefined,Jerez de la Frontera,2023-08-07 05:19:20,https://cdn.wallapop.com/images/13/7a/av/__/c13p440567332/i3415652927.jpg?pictureSize=W1024,pacurrih-440567332,https://www.wallapop.com/user/pacurrih-440567332?_pid=wi
e658x9988k6o,e65yre2ngkjo,24200,Project CARS PS4 (PlayStation 4),Juego Project CARS para PlayStation 4 en perfecto estado.   - Incluye el disco del juego y la caja.  - Edición para PS4.  - Juego de carreras.,0.00 EUR,Algeciras,Andalucía,Cádiz,11203,https://cdn.wallapop.com/images/10420/ir/1e/__/c10420p1133806024/i5657347088.jpg?pictureSize=W800,False,False,False,False,2025-05-19 18:23:42,2025-05-19 18:23:53,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/project-cars-ps4-playstation-4-1133806024,Remi C.,undefined,Algeciras,2025-03-29 08:52:04,https://cdn.wallapop.com/images/13/7p/8o/__/c13p465658672/i3614260178.jpg?pictureSize=W1024,remic-465658672,https://www.wallapop.com/user/remic-465658672?_pid=wi
nz04nyy427jo,kp61o7vvkdj5,24200,iPhone 14 (128gb) - Púrpura,Vendo un iPhone 14 de color púrpura con una capacidad de almacenamiento de 128 GB. El teléfono está bien salud bateria 85.   escucho ofertas,0.00 EUR,Viladecans,Cataluña,Barcelona,08840,https://cdn.wallapop.com/images/10420/ir/1e/__/c10420p1133806151/i5657347950.jpg?pictureSize=W800,False,False,False,False,2025-05-19 18:24:07,2025-05-19 18:24:17,True,False,False,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Smartphones,https://es.wallapop.com/item/iphone-14-128gb-purpura-1133806151,Chris X.,male,Viladecans,2015-01-18 10:29:25,,jose-16935179,https://www.wallapop.com/user/jose-16935179?_pid=wi
pzp2lwwk1mj3,e65yre2ngkjo,24200,NBA2K15 PS4 (PlayStation 4),Juego NBA 2K15 para PlayStation 4 en buenas condiciones. Incluye el disco del juego y la caja. -Perfecto estado de conservación. -Edición NBA 2K15. -Para PS4.,0.00 EUR,Algeciras,Andalucía,Cádiz,11203,https://cdn.wallapop.com/images/10420/ir/1e/__/c10420p1133806550/i5657350641.jpg?pictureSize=W800,False,False,False,False,2025-05-19 18:25:18,2025-05-19 18:25:34,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/nba2k15-ps4-playstation-4-1133806550,Remi C.,undefined,Algeciras,2025-03-29 08:52:04,https://cdn.wallapop.com/images/13/7p/8o/__/c13p465658672/i3614260178.jpg?pictureSize=W1024,remic-465658672,https://www.wallapop.com/user/remic-465658672?_pid=wi
xzo2y3y2w569,pj9kr8dxekze,24200,Kit Fotomatón 2000s - 36 piezas,Divertido kit para fotomatón con accesorios temáticos de los años 2000. Ideal para fiestas y eventos.   - Incluye 36 piezas con diseños coloridos y llamativos. - Perfecto para crear recuerdos inolvidables. - Los accesorios son de cartón resistente.  ALQUILABLE POR DIAS,0.00 EUR,Valencia,Comunidad Valenciana,Valencia,46006,https://cdn.wallapop.com/images/10420/iq/y5/__/c10420p1133654157/i5656287685.jpg?pictureSize=W800,False,False,False,False,2025-05-19 10:40:16,2025-05-19 10:40:26,True,False,False,False,Tecnología y electrónica > Fotografía: cámaras y drones > Accesorios de fotografía > Otros accesorios de fotografía,https://es.wallapop.com/item/kit-fotomaton-2000s-36-piezas-1133654157,Eva R.,undefined,Valencia,2019-11-11 21:02:54,https://cdn.wallapop.com/images/13/4l/qb/__/c13p278364937/i3610390356.jpg?pictureSize=W1024,evar-278364937,https://www.wallapop.com/user/evar-278364937?_pid=wi
qjw4xqep2wzo,lqzm3pqde16v,24200,Pulsera Xiaomi - Dime fondo de pantalla,"Encontrada en Logroño en la esquina de calle siete infantes de lara con club deportivo. Si es tuya, escribeme con el fondo de pantalla que tiene.",0.00 EUR,Lardero,La Rioja,La Rioja,26140,https://cdn.wallapop.com/images/10420/iq/z0/__/c10420p1133694905/i5656608255.jpg?pictureSize=W800,False,False,False,False,2025-05-19 13:00:31,2025-05-19 13:00:42,True,False,False,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Smartwatches y pulsera de actividad,https://es.wallapop.com/item/pulsera-xiaomi-dime-fondo-de-pantalla-1133694905,Ignacio L.,male,Lardero,2015-10-24 12:38:15,https://cdn.wallapop.com/images/13/0g/6q/__/c13p27187908/i247577560.jpg?pictureSize=W1024,ignacioc-27187908,https://www.wallapop.com/user/ignacioc-27187908?_pid=wi
e658x9vy506o,w67d77lpgy6x,24200,"Ps3 
",Ps3 500gb,0.00 EUR,Sant Joan de les Abadesses,Cataluña,Girona,17860,https://cdn.wallapop.com/images/10420/iq/yz/__/c10420p1133693948/i5656601983.jpg?pictureSize=W800,False,False,False,False,2025-05-19 12:57:01,2025-05-19 12:57:12,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/ps3-1133693948,Youssef H.,undefined,Sant Joan de les Abadesses,2024-02-18 11:56:08,https://cdn.wallapop.com/images/13/7f/6k/__/c13p448763404/i3605085937.jpg?pictureSize=W1024,youssefh-448763404,https://www.wallapop.com/user/youssefh-448763404?_pid=wi
mzn2r0gv1yzn,w67d77lpgy6x,24200,Cámara de seguridad Tenda 1080p,"Cámara de seguridad Tenda Pan/Tilt 1080p en buen estado.  Es una cámara usada, pero está en buenas condiciones.   - Resolución de 2MP. - Modelo: 1080p. - Incluye cámara y cable.",0.00 EUR,Sant Joan de les Abadesses,Cataluña,Girona,17860,https://cdn.wallapop.com/images/10420/iq/z0/__/c10420p1133694549/i5656606282.jpg?pictureSize=W800,False,False,False,False,2025-05-19 12:59:14,2025-05-19 12:59:29,True,False,False,False,Tecnología y electrónica > Fotografía: cámaras y drones > Cámaras > Reflex,https://es.wallapop.com/item/camara-de-seguridad-tenda-1080p-1133694549,Youssef H.,undefined,Sant Joan de les Abadesses,2024-02-18 11:56:08,https://cdn.wallapop.com/images/13/7f/6k/__/c13p448763404/i3605085937.jpg?pictureSize=W1024,youssefh-448763404,https://www.wallapop.com/user/youssefh-448763404?_pid=wi
nz04nwyvkrjo,v6g44y73vm6e,24200,PLAY STATION 4,Toda las cajas Todos los cables  Con cámara  Y Minecraft de regalo  Más cables de cargado Manden ofertas,0.00 EUR,Escaldes,Escaldes-Engordany,,AD700,https://cdn.wallapop.com/images/10420/iq/u9/__/c10420p1133473399/i5655052729.jpg?pictureSize=W800,False,False,False,False,2025-05-18 17:11:16,2025-05-19 14:44:33,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Consolas y accesorios > Consolas,https://es.wallapop.com/item/play-station-4-1133473399,Bryan N.,undefined,Escaldes,2021-08-18 15:27:01,https://cdn.wallapop.com/images/13/6o/uz/__/c13p404553288/i2137822122.jpg?pictureSize=W1024,bryann-404553288,https://www.wallapop.com/user/bryann-404553288?_pid=wi
qjw4xq3oxqzo,v9jdkpd0g26k,24200,Redmi A2,"Móvil en perfecto estado , libre para cualquier compañia , se puede ver y comprobar su estado y funcionamiento , sin compromiso .",0.00 EUR,Priego de Córdoba,Andalucía,Córdoba,14800,https://cdn.wallapop.com/images/10420/ir/4j/__/c10420p1133953305/i5658430904.jpg?pictureSize=W800,False,False,False,False,2025-05-20 08:52:51,2025-05-20 08:54:06,True,False,False,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Smartphones,https://es.wallapop.com/item/redmi-a2-1133953305,Rafa P.,male,Priego de Córdoba,2016-05-30 11:35:45,https://cdn.wallapop.com/images/13/0r/9j/__/c13p45795436/i204545239.jpg?pictureSize=W1024,rafap-45795436,https://www.wallapop.com/user/rafap-45795436?_pid=wi
w674mkmo4w6x,p8j32ng372z9,24200,"4 iPhones - 5s, 6, 7, SE","Vendo cuatro iPhones usados.  Están en buen estado, aunque presentan algunos pequeños signos de uso. Todos encienden pero no me se la contraeña   - iPhone 5s - iPhone 6 - iPhone 7 - iPhone SE",0.00 EUR,Berja,Andalucía,Almería,04760,https://cdn.wallapop.com/images/10420/ir/5e/__/c10420p1133992652/i5658728411.jpg?pictureSize=W800,False,False,False,False,2025-05-20 11:01:09,2025-05-20 11:01:20,True,False,False,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Smartphones,https://es.wallapop.com/item/4-iphones-5s-6-7-se-1133992652,Brando Y.,undefined,Berja,2018-04-09 11:12:54,https://cdn.wallapop.com/images/13/1f/gf/__/c13p86427610/i491219141.jpg?pictureSize=W1024,brandoy-86427610,https://www.wallapop.com/user/brandoy-86427610?_pid=wi
x6qm54kqwqjy,436epq72enjd,24200,Pinball williams,Pinball modelo phoenix de 1978.,0.00 EUR,Murcia,Región de Murcia,Murcia,30004,https://cdn.wallapop.com/images/10420/iq/rx/__/c10420p1133364366/i5654393708.jpg?pictureSize=W800,False,False,False,False,2025-05-18 11:17:07,2025-05-20 05:22:20,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/pinball-williams-1133364366,JAPN P.,male,Murcia,2017-10-08 14:51:09,https://cdn.wallapop.com/images/13/16/m6/__/c13p71579163/i403208202.jpg?pictureSize=W1024,jacobop-71579163,https://www.wallapop.com/user/jacobop-71579163?_pid=wi
4z4ewqmwqvjy,dqjw9177e6on,24200,Juegos PC,Juegos para PC pregunta precio,0.00 EUR,Vilassar de Dalt,Cataluña,Barcelona,08339,https://cdn.wallapop.com/images/10420/ir/49/__/c10420p1133940314/i5658335367.jpg?pictureSize=W800,False,False,True,False,2025-05-20 08:14:20,2025-05-20 08:14:36,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > PC gaming y streaming > Juegos para PC,https://es.wallapop.com/item/juegos-pc-1133940314,Ignasi B.,male,Vilassar de Dalt,2014-04-04 02:15:08,https://cdn.wallapop.com/images/13/02/9a/__/c13p3792577/i450700502.jpg?pictureSize=W1024,ignasib-3792577,https://www.wallapop.com/user/ignasib-3792577?_pid=wi
wzy4mqklvxz5,dqjw9177e6on,24200,Juegos PS2,"Diversos juegos, pregunta precio",0.00 EUR,Vilassar de Dalt,Cataluña,Barcelona,08339,https://cdn.wallapop.com/images/10420/ir/4b/__/c10420p1133942120/i5658344305.jpg?pictureSize=W800,False,False,True,False,2025-05-20 08:18:07,2025-05-20 13:36:11,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/juegos-ps2-1133942120,Ignasi B.,male,Vilassar de Dalt,2014-04-04 02:15:08,https://cdn.wallapop.com/images/13/02/9a/__/c13p3792577/i450700502.jpg?pictureSize=W1024,ignasib-3792577,https://www.wallapop.com/user/ignasib-3792577?_pid=wi
8z8kor15prz3,mzngn75npk6n,24200,"Carcasa HDD 3.5"" con disco duro de 500GB extraible",Vendo carcasa externa para disco duro de 3.5 pulgadas con un disco duro de 500 GB intercambiable.   Es de color negro y tiene un diseño elegante y compacto.   - Incluye carcasa y soporte. - Conexión USB. - Ideal para almacenamiento externo.  Está nuevo ya que solo se ha usado para tener una copia de seguridad de fotos familiares. precio negociable.,0.00 EUR,Alcantarilla,Región de Murcia,Murcia,30820,https://cdn.wallapop.com/images/10420/ir/6g/__/c10420p1134042370/i5659099474.jpg?pictureSize=W800,False,False,False,False,2025-05-20 13:36:42,2025-05-20 13:36:58,True,False,False,False,Tecnología y electrónica > Informática: ordenadores y tablets > Accesorios de informática > Discos duros externos,https://es.wallapop.com/item/carcasa-hdd-3-5-con-disco-duro-de-500gb-extraible-1134042370,Avenger Games ..,male,Alcantarilla,2020-07-07 17:11:20,https://cdn.wallapop.com/images/13/5q/l9/__/c13p346993625/i1510737773.jpg?pictureSize=W1024,daniels-346993625,https://www.wallapop.com/user/daniels-346993625?_pid=wi
mzn2r0nwk7zn,dqjw9177e6on,24200,Juegos PS3,Juegos PS3 La foto que solo hay 2 están sin abrir Pregunta aprecio,0.00 EUR,Vilassar de Dalt,Cataluña,Barcelona,08339,https://cdn.wallapop.com/images/10420/ir/4e/__/c10420p1133945701/i5658367458.jpg?pictureSize=W800,False,False,False,False,2025-05-20 08:27:22,2025-05-20 13:38:00,True,False,False,False,Tecnología y electrónica > Gaming: consolas y videojuegos > Videojuegos y más > Videojuegos,https://es.wallapop.com/item/juegos-ps3-1133945701,Ignasi B.,male,Vilassar de Dalt,2014-04-04 02:15:08,https://cdn.wallapop.com/images/13/02/9a/__/c13p3792577/i450700502.jpg?pictureSize=W1024,ignasib-3792577,https://www.wallapop.com/user/ignasib-3792577?_pid=wi
v6ggdk1xk56e,x6qyx9m9wnjy,24200,Iphone 11,Iphone en buen estado se vende por cambio de movil precio al privado entrega en mano o alrededores,0.00 EUR,El Real de la Jara,Andalucía,Sevilla,41250,https://cdn.wallapop.com/images/10420/ir/6v/__/c10420p1134061888/i5659237217.jpg?pictureSize=W800,False,False,False,False,2025-05-20 14:30:54,2025-05-20 14:31:05,True,False,False,False,Tecnología y electrónica > Telefonía: móviles y smartwatches > Smartphones,https://es.wallapop.com/item/iphone-11-1134061888,Antonio Miguel  Z.,undefined,El Real de la Jara,2024-07-13 19:19:48,,unknown-454936018,https://www.wallapop.com/user/unknown-454936018?_pid=wi
